ICD9,PheCode
052,079.1
0520,323
0521,480.2
0522,079.1
0527,079.1
0528,079.1
0529,079.1
053,053
0530,320
0531,053.1
05310,053.1
05311,053.1
05312,053.1
05313,053.1
05314,053.1
05319,053.1
0532,369.2
05320,369.2
05321,369.2
05322,369.2
05329,369.2
0537,053
05371,053
05379,053
0538,053
0539,053
054,054
0540,054
0541,054
05410,054
05411,054
05412,054
05413,054
05419,054
0542,054
0543,323
0544,369.2
05440,369.2
05441,369.2
05442,369.2
05443,369.2
05444,369.2
05449,369.2
0545,038
0546,054
0547,054
05471,054
05472,320
05473,054
05474,054
05479,054
0548,054
0549,054
055,079
0550,323
0551,480.2
0552,381.1
0557,079
05571,369.2
05579,079
0558,079
0559,079
056,079
0560,079
05600,079
05601,323
05609,079
0567,079
05671,711
05679,079
0568,079
0569,079
057,079
0570,079
0578,079
0579,079
058,054
0581,054
05810,054
05811,054
05812,054
0582,323
05821,323
05829,323
0588,054
05881,054
05882,054
05889,054
059,079
0590,079
05900,079
05901,079
05909,079
0591,079
05910,079
05911,079
05912,079
05919,079
0592,079
05920,079
05921,079
05922,079
0598,079
0599,079
060,079
0600,079
0601,079
0609,079
061,079
062,323
0620,323
0621,323
0622,323
0623,323
0624,323
0625,323
0628,323
0629,323
063,323
0630,323
0631,323
0632,323
0638,323
0639,323
064,323
065,079
0650,079
0651,079
0652,079
0653,079
0654,079
0658,079
0659,079
066,079
0660,079
0661,079
0662,323
0663,079
0664,079
06640,079
06641,079
06642,079
06649,079
0668,079
0669,079
070,070
0700,070.1
0701,070.1
0702,070.2
07020,070.2
07021,070.2
07022,070.2
07023,070.2
0703,070.2
07030,070.2
07031,070.2
07032,070.2
07033,070.2
0704,070
07041,070.3
07042,070
07043,070
07044,070.3
07049,070
0705,070
07051,070.3
07052,070
07053,070
07054,070.3
07059,070
0706,070
0707,070.3
07070,070.3
07071,070.3
0709,070
071,079
072,079
0720,079
0721,320
0722,323
0723,079
0727,079
07271,079
07272,079
07279,079
0728,079
0729,079
073,079
0730,480.1
0737,079
0738,079
0739,079
074,079
0740,079
0741,079
0742,420
07420,420
07421,420.2
07422,420.3
07423,420.1
0743,079
0748,079
075,079.2
0750,079.2
076,369
0760,369
0761,369
0769,369
077,369.2
0770,369
0771,369.2
0772,369.2
0773,369.2
0774,369.2
0778,369.2
0779,369.2
07798,369.2
07799,369.2
078,079
0780,079
0781,078
07810,078
07811,078
07812,078
07819,078
0782,079
0783,079
0784,079
0785,079
0786,079
0787,079
0788,079
07881,079
07882,079
07888,079
07889,079
079,079
0790,079
0791,079
0792,079
0793,079
0794,078
0795,079
07950,079
07951,079
07952,079
07953,071
07959,079
0796,079
0798,079
07981,079
07982,079
07983,079
07988,079
07989,079
0799,079
07998,079
07999,079
080,136
081,136
0810,136
0811,136
0812,136
0819,136
082,136
0820,136
0821,136
0822,136
0823,136
0824,136
08240,136
08241,136
08249,136
0828,136
0829,136
083,136
0830,480.1
0831,136
0832,136
0838,136
0839,136
084,133
0840,133
0841,133
0842,133
0843,133
0844,133
0845,133
0846,133
0847,133
0848,133
0849,133
085,133
0850,133
0851,133
0852,133
0853,133
0854,133
0855,133
0859,133
086,133
0860,133
0861,133
0862,133
0863,133
0864,133
0865,133
0869,133
087,130
0870,130
0871,130
0879,130
088,133
0880,133
0888,133
08881,130.1
08882,133
08889,133
0889,133
090,090
0900,090
0901,090
0902,090
0903,090
0904,090
09040,090
09041,090
09042,090
09049,090
0905,090
0906,090
0907,090
0909,090
091,090
0910,090
0911,090
0912,090
0913,090
0914,090
0915,090
09150,090
09151,090
09152,090
0916,090
09161,090
09162,090
09169,090
0917,090
0918,090
09181,090
09182,090
09189,090
0919,090
092,090
0920,090
0929,090
093,090
0930,090
0931,090
0932,090
09320,090
09321,090
09322,090
09323,090
09324,090
0938,090
09381,090
09382,090
09389,090
0939,090
094,090
0940,090
0941,090
0942,090
0943,090
0948,090
09481,090
09482,090
09483,090
09484,090
09485,090
09486,090
09487,090
09489,090
0949,090
095,090
0950,090
0951,090
0952,090
0953,090
0954,090
0955,090
0956,090
0957,090
0958,090
0959,090
096,090
097,090
0970,090
0971,090
0979,090
098,090.2
0980,090.2
0981,090.2
09810,090.2
09811,090.2
09812,090.2
09813,090.2
09814,090.2
09815,090.2
09816,090.2
09817,090.2
09819,090.2
0982,090.2
0983,090.2
09830,090.2
09831,090.2
09832,090.2
09833,090.2
09834,090.2
09835,090.2
09836,090.2
09837,090.2
09839,090.2
0984,090.2
09840,090.2
09841,090.2
09842,090.2
09843,090.2
09849,090.2
0985,090.2
09850,711
09851,090.2
09852,090.2
09853,090.2
09859,090.2
0986,090.2
0987,090.2
0988,090.2
09881,090.2
09882,090.2
09883,090.2
09884,090.2
09885,090.2
09886,090.2
09889,090.2
099,090
0990,090
0991,090
0992,090
0993,711.2
0994,090
09940,090
09941,090
09949,090
0995,090
09950,090.3
09951,090.3
09952,090.3
09953,090.3
09954,090.3
09955,090.3
09956,090.3
09959,090.3
0998,090
0999,090
100,130
1000,130
1008,130
10081,320
10089,130
1009,130
101,130
102,130
1020,130
1021,130
1022,130
1023,130
1024,130
1025,130
1026,130
1027,130
1028,130
1029,130
103,130
1030,130
1031,130
1032,130
1033,130
1039,130
104,130
1040,130
1048,130
1049,130
110,110
1100,110.1
1101,110.11
1102,110.1
1103,110.13
1104,110.12
1105,110.13
1106,110.1
1108,110.1
1109,110.1
111,110.2
1110,110.2
1111,110.2
1112,110.2
1113,110.2
1118,110.2
1119,110.2
112,112
1120,112
1121,112
1122,112
1123,112.3
1124,480.3
1125,112
1128,112
11281,420.3
11282,112
11283,320
11284,112
11285,112
11289,112
1129,112
114,117.2
1140,480.3
1141,117.2
1142,320
1143,117.2
1144,480.3
1145,480.3
1149,117.2
115,117.1
1150,117.1
11500,117.1
11501,117.1
11502,117.1
11503,117.1
11504,117.1
11505,117.1
11509,117.1
1151,117.1
11510,117.1
11511,117.1
11512,117.1
11513,117.1
11514,117.1
11515,117.1
11519,117.1
1159,117.1
11590,117.1
11591,117.1
11592,117.1
11593,117.1
11594,117.1
11595,117.1
11599,117.1
116,117.3
1160,117.3
1161,117.3
1162,117.3
117,117
1170,117
1171,117
1172,117
1173,117.4
1174,117
1175,117
1176,117
1177,117
1178,117
1179,117
118,117
120,134
1200,134
1201,134
1202,134
1203,134
1208,134
1209,134
121,134
1210,134
1211,134
1212,134
1213,134
1214,134
1215,134
1216,134
1218,134
1219,134
122,134.1
1220,134.1
1221,134.1
1222,134.1
1223,134.1
1224,134.1
1225,134.1
1226,134.1
1227,134.1
1228,134.1
1229,134.1
123,134.1
1230,134.1
1231,134.1
1232,134.1
1233,134.1
1234,134.1
1235,134.1
1236,134.1
1238,134.1
1239,134.1
124,134.1
125,134
1250,134
1251,134
1252,134
1253,134
1254,134
1255,134
1256,134
1257,134
1259,134
126,134
1260,134
1261,134
1262,134
1263,134
1268,134
1269,134
127,134.1
1270,134.1
1271,134.1
1272,134.1
1273,134.1
1274,134.1
1275,134.1
1276,134.1
1277,134.1
1278,134.1
1279,134.1
128,134
1280,134
1281,134
1288,134
1289,134
129,134
130,131
1300,323
1301,369
1302,369
1303,420.1
1304,480
1305,131
1307,131
1308,131
1309,131
131,131
1310,131
13100,131
13101,131
13102,131
13103,131
13109,131
1318,131
1319,131
132,132.1
1320,132.1
1321,132.1
1322,132.1
1323,132.1
1329,132.1
133,132
1330,132
1338,132
1339,132
134,132
1340,132
1341,132
1342,136
1348,132
1349,132
135,697
136,136
1360,136
1361,711.3
1362,136
13621,136
13629,136
1363,480.3
1364,136
1365,136
1368,136
1369,136
137,010
1370,010
1371,010
1372,010
1373,010
1374,010
138,324
1380,324
139,136
1390,323
1391,369
1398,136
140,145.1
1400,145.1
1401,145.1
1403,145.1
1404,145.1
1405,145.1
1406,145.1
1408,145.1
1409,145.1
141,145.2
1410,145.2
1411,145.2
1412,145.2
1413,145.2
1414,145.2
1415,145.2
1416,145.2
1418,145.2
1419,145.2
142,145.3
1420,145.3
1421,145.3
1422,145.3
1428,145.3
1429,145.3
143,145.4
1430,145.4
1431,145.4
1438,145.4
1439,145.4
144,145.5
1440,145.5
1441,145.5
1448,145.5
1449,145.5
145,145
1450,145
1451,145
1452,145
1453,145
1454,145
1455,145
1456,145
1458,145
1459,145
146,149.1
1460,149.1
1461,149.1
1462,149.1
1463,149.1
1464,149.1
1465,149.1
1466,149.1
1467,149.1
1468,149.1
1469,149.1
147,149.2
1470,149.2
1471,149.2
1472,149.2
1473,149.2
1478,149.2
1479,149.2
148,149.3
1480,149.3
1481,149.3
1482,149.3
1483,149.3
1488,149.3
1489,149.3
149,149
1490,149
1491,149
1498,149
1499,149
150,150
1500,150
1501,150
1502,150
1503,150
1504,150
1505,150
1508,150
1509,150
151,151
1510,151
1511,151
1512,151
1513,151
1514,151
1515,151
1516,151
1518,151
1519,151
152,159.2
1520,159.2
1521,159.2
1522,159.2
1523,159.2
1528,159.2
1529,159.2
153,153.2
1530,153.2
1531,153.2
1532,153.2
1533,153.2
1534,153.2
1535,153.2
1536,153.2
1537,153.2
1538,153.2
1539,153.2
154,153.3
1540,153.3
1541,153.3
1542,153.3
1543,153.3
1548,153
155,155
1550,155.1
1551,155
1552,155
156,159.3
1560,159.3
1561,159.3
1562,159.3
1568,159.3
1569,159.3
157,157
1570,157
1571,157
1572,157
1573,157
1574,157
1578,157
1579,157
158,159.4
1580,159.4
1588,159.4
1589,159.4
159,159
1590,153.2
1591,159
1598,159
1599,159
160,149.9
1600,149.9
1601,149.9
1602,149.9
1603,149.9
1604,149.9
1605,149.9
1608,149.9
1609,149.9
161,149.4
1610,149.4
1611,149.4
1612,149.4
1613,149.4
1618,149.4
1619,149.4
162,165.1
1620,165.1
1622,165.1
1623,165.1
1624,165.1
1625,165.1
1628,165.1
1629,165.1
163,165
1630,165
1631,165
1638,165
1639,165
164,164
1640,164
1641,164
1642,164
1643,164
1648,164
1649,164
165,165
1650,165
1658,165
1659,165
170,170
1700,170.1
1701,170.1
1702,170.1
1703,170.1
1704,170.1
1705,170.1
1706,170.1
1707,170.1
1708,170.1
1709,170.1
171,170.2
1710,170.2
1712,170.2
1713,170.2
1714,170.2
1715,170.2
1716,170.2
1717,170.2
1718,170.2
1719,170.2
172,172.11
1720,172.11
1721,172.11
1722,172.11
1723,172.11
1724,172.11
1725,172.11
1726,172.11
1727,172.11
1728,172.11
1729,172.11
173,172.2
1730,172.2
17300,172.2
17301,172.21
17302,172.22
17309,172.2
1731,172.2
17310,172.2
17311,172.21
17312,172.22
17319,172.2
1732,172.2
17320,172.2
17321,172.21
17322,172.22
17329,172.2
1733,172.2
17330,172.2
17331,172.21
17332,172.22
17339,172.2
1734,172.2
17340,172.2
17341,172.21
17342,172.22
17349,172.2
1735,172.2
17350,172.2
17351,172.21
17352,172.22
17359,172.2
1736,172.2
17360,172.2
17361,172.21
17362,172.22
17369,172.2
1737,172.2
17370,172.2
17371,172.21
17372,172.22
17379,172.2
1738,172.2
17380,172.2
17381,172.21
17382,172.22
17389,172.2
1739,172.2
17390,172.2
17391,172.21
17392,172.22
17399,172.2
174,174.11
1740,174.11
1741,174.11
1742,174.11
1743,174.11
1744,174.11
1745,174.11
1746,174.11
1748,174.11
1749,174.11
175,174.2
1750,174.2
1759,174.2
176,230
1760,230
1761,230
1762,230
1763,230
1764,230
1765,230
1768,230
1769,230
179,182
180,180
1800,180.1
1801,180.1
1808,180.1
1809,180.1
181,184.1
182,182
1820,182
1821,182
1828,182
183,184.1
1830,184.11
1832,184.1
1833,184.1
1834,184.1
1835,184.1
1838,184.1
1839,184.1
184,184.1
1840,184.2
1841,184.2
1842,184.2
1843,184.2
1844,184.2
1848,184.1
1849,184.1
185,185
186,187.2
1860,187.2
1869,187.2
187,187
1871,187.1
1872,187.1
1873,187.1
1874,187.1
1875,187.1
1876,187.1
1877,187.1
1878,187.1
1879,187.1
188,189.21
1880,189.21
1881,189.21
1882,189.21
1883,189.21
1884,189.21
1885,189.21
1886,189.21
1887,189.21
1888,189.21
1889,189.21
189,189.4
1890,189.11
1891,189.12
1892,189.4
1893,189.4
1894,189.4
1898,189.4
1899,189.4
190,190
1900,190
1901,190
1902,190
1903,190
1904,190
1905,190
1906,190
1907,190
1908,190
1909,190
191,191.11
1910,191.11
1911,191.11
1912,191.11
1913,191.11
1914,191.11
1915,191.11
1916,191.11
1917,191.11
1918,191.11
1919,191.11
192,191.1
1920,191.1
1921,191.1
1922,191.1
1923,191.1
1928,191.1
1929,191.1
193,193
194,194
1940,194
1941,194
1943,194
1944,194
1945,194
1946,194
1948,194
1949,194
195,195.1
1950,195.3
1951,164
1952,195.1
1953,195.1
1954,195.1
1955,195.1
1958,195.1
196,198.1
1960,198.1
1961,198.1
1962,198.1
1963,198.1
1965,198.1
1966,198.1
1968,198.1
1969,198.1
197,198
1970,198.2
1971,198.2
1972,198.2
1973,198.2
1974,198.3
1975,198.3
1976,198.3
1977,198.4
1978,198.3
198,198
1980,198
1981,198
1982,198.7
1983,198.5
1984,198.5
1985,198.6
1986,198
1987,198
1988,198
19881,198
19882,198
19889,198
199,195.1
1990,195.1
1991,195.1
1992,851
200,202.2
2000,202.22
20000,202.22
20001,202.22
20002,202.22
20003,202.22
20004,202.22
20005,202.22
20006,202.22
20007,202.22
20008,202.22
2001,202.23
20010,202.23
20011,202.23
20012,202.23
20013,202.23
20014,202.23
20015,202.23
20016,202.23
20017,202.23
20018,202.23
2002,202.2
20020,202.2
20021,202.2
20022,202.2
20023,202.2
20024,202.2
20025,202.2
20026,202.2
20027,202.2
20028,202.2
2003,202.2
20030,202.2
20031,202.2
20032,202.2
20033,202.2
20034,202.2
20035,202.2
20036,202.2
20037,202.2
20038,202.2
2004,202.2
20040,202.2
20041,202.2
20042,202.2
20043,202.2
20044,202.2
20045,202.2
20046,202.2
20047,202.2
20048,202.2
2005,202.2
20050,202.2
20051,202.2
20052,202.2
20053,202.2
20054,202.2
20055,202.2
20056,202.2
20057,202.2
20058,202.2
2006,202.24
20060,202.24
20061,202.24
20062,202.24
20063,202.24
20064,202.24
20065,202.24
20066,202.24
20067,202.24
20068,202.24
2007,202.24
20070,202.24
20071,202.24
20072,202.24
20073,202.24
20074,202.24
20075,202.24
20076,202.24
20077,202.24
20078,202.24
2008,202.2
20080,202.2
20081,202.2
20082,202.2
20083,202.2
20084,202.2
20085,202.2
20086,202.2
20087,202.2
20088,202.22
201,201
2010,201
20100,201
20101,201
20102,201
20103,201
20104,201
20105,201
20106,201
20107,201
20108,201
2011,201
20110,201
20111,201
20112,201
20113,201
20114,201
20115,201
20116,201
20117,201
20118,201
2012,201
20120,201
20121,201
20122,201
20123,201
20124,201
20125,201
20126,201
20127,201
20128,201
2014,201
20140,201
20141,201
20142,201
20143,201
20144,201
20145,201
20146,201
20147,201
20148,201
2015,201
20150,201
20151,201
20152,201
20153,201
20154,201
20155,201
20156,201
20157,201
20158,201
2016,201
20160,201
20161,201
20162,201
20163,201
20164,201
20165,201
20166,201
20167,201
20168,201
2017,201
20170,201
20171,201
20172,201
20173,201
20174,201
20175,201
20176,201
20177,201
20178,201
2019,201
20190,201
20191,201
20192,201
20193,201
20194,201
20195,201
20196,201
20197,201
20198,201
202,202
2020,202.21
20200,202.21
20201,202.21
20202,202.21
20203,202.21
20204,202.21
20205,202.21
20206,202.21
20207,202.21
20208,202.21
2021,202.2
20210,202.2
20211,202.2
20212,202.2
20213,202.2
20214,202.2
20215,202.2
20216,202.2
20217,202.2
20218,202.2
2022,202.2
20220,202.2
20221,202.2
20222,202.2
20223,202.2
20224,202.2
20225,202.2
20226,202.2
20227,202.2
20228,202.2
2023,202
20230,202
20231,202
20232,202
20233,202
20234,202
20235,202
20236,202
20237,202
20238,202
2024,204
20240,204
20241,204
20242,204
20243,204
20244,204
20245,204
20246,204
20247,204
20248,204
2025,202
20250,202
20251,202
20252,202
20253,202
20254,202
20255,202
20256,202
20257,202
20258,202
2026,202
20260,202
20261,202
20262,202
20263,202
20264,202
20265,202
20266,202
20267,202
20268,202
2027,202.2
20270,202.2
20271,202.2
20272,202.2
20273,202.2
20274,202.2
20275,202.2
20276,202.2
20277,202.2
20278,202.2
2028,202.2
20280,202.2
20281,202.2
20282,202.2
20283,202.2
20284,202.2
20285,202.2
20286,202.2
20287,202.2
20288,202.2
2029,202.2
20290,202.2
20291,202.2
20292,202.2
20293,202.2
20294,202.2
20295,202.2
20296,202.2
20297,202.2
20298,202.2
203,204.4
2030,204.4
20300,204.4
20301,204.4
20302,204.4
2031,204
20310,204
20311,204
20312,204
2038,204.4
20380,204.4
20381,204.4
20382,204.4
204,204.1
2040,204.11
20400,204.11
20401,204.11
20402,204.11
2041,204.12
20410,204.12
20411,204.12
20412,204.12
2042,204.1
20420,204.1
20421,204.1
20422,204.1
2048,204.1
20480,204.1
20481,204.1
20482,204.1
2049,204.1
20490,204.1
20491,204.1
20492,204.1
205,204.2
2050,204.21
20500,204.21
20501,204.21
20502,204.21
2051,204.22
20510,204.22
20511,204.22
20512,204.22
2052,204.2
20520,204.2
20521,204.2
20522,204.2
2053,204.2
20530,204.2
20531,204.2
20532,204.2
2058,204.2
20580,204.2
20581,204.2
20582,204.2
2059,204.2
20590,204.2
20591,204.2
20592,204.2
206,204.3
2060,204.3
20600,204.3
20601,204.3
20602,204.3
2061,204.3
20610,204.3
20611,204.3
20612,204.3
2062,204.3
20620,204.3
20621,204.3
20622,204.3
2068,204.3
20680,204.3
20681,204.3
20682,204.3
2069,204.3
20690,204.3
20691,204.3
20692,204.3
207,204
2070,204
20700,204
20701,204
20702,204
2071,204
20710,204
20711,204
20712,204
2072,204
20720,204
20721,204
20722,204
2078,204
20780,204
20781,204
20782,204
208,204
2080,204
20800,204
20801,204
20802,204
2081,204
20810,204
20811,204
20812,204
2082,204
20820,204
20821,204
20822,204
2088,204
20880,204
20881,204
20882,204
2089,204
20890,204
20891,204
20892,204
209,199
2090,159.2
20900,159.2
20901,159.2
20902,159.2
20903,159.2
2091,153.2
20910,153.2
20911,153.2
20912,153.2
20913,153.2
20914,153.2
20915,153.2
20916,153.2
20917,153.3
2092,195
20920,195
20921,165.1
20922,202
20923,151
20924,189.1
20925,159
20926,159
20927,159
20929,195
2093,195
20930,195
20931,172.2
20932,172.2
20933,172.2
20934,172.2
20935,172.2
20936,172.2
2094,209
20940,209
20941,209
20942,209
20943,209
2095,208
20950,208
20951,208
20952,208
20953,208
20954,208
20955,208
20956,208
20957,208
2096,209
20960,209
20961,209
20962,209
20963,209
20964,209
20965,209
20966,209
20967,209
20969,209
2097,198
20970,195
20971,198.1
20972,198.4
20973,198.6
20974,198.3
20975,195
20979,198
210,210
2100,210
2101,210
2102,210
2103,210
2104,210
2105,210
2106,210
2107,210
2108,210
2109,210
211,211
2110,211
2111,211
2112,211
2113,208
2114,208
2115,211
2116,211
2117,211
2118,211
2119,211
212,212
2120,212
2121,212
2122,212
2123,212
2124,212
2125,212
2126,212
2127,212
2128,212
2129,212
213,213
2130,213
2131,213
2132,213
2133,213
2134,213
2135,213
2136,213
2137,213
2138,213
2139,213
214,214
2140,214.1
2141,214.1
2142,214
2143,214
2144,214
2148,214
2149,214
